,Player,Actual,Adjusted,Year
4277,Antonio Davis,"$5,500,000","$9,453,077",2001
4278,Jim McIlvaine,"$5,400,000","$9,281,203",2001
4279,Derrick McKey,"$5,400,000","$9,281,203",2001
4280,Kelvin Cato,"$5,330,000","$9,160,891",2001
4281,Jerry Stackhouse,"$5,310,000","$9,126,516",2001
4282,Austin Croshere,"$5,300,000","$9,109,328",2001
4283,Sean Elliott,"$5,300,000","$9,109,328",2001
4284,Greg Ostertag,"$5,200,000","$8,937,454",2001
4285,Charlie Ward,"$5,040,000","$8,662,456",2001
4286,Lorenzen Wright,"$4,950,000","$8,507,769",2001
4287,Loy Vaught,"$4,812,025","$8,270,626",2001
4288,Chris Mills,"$4,800,000","$8,249,958",2001
4289,Mookie Blaylock,"$4,800,000","$8,249,958",2001
4290,Robert Horry,"$4,800,000","$8,249,958",2001
4291,Hersey Hawkins,"$4,760,000","$8,181,208",2001
4292,Chris Childs,"$4,680,000","$8,043,709",2001
4293,Chris Mullin,"$4,650,000","$7,992,146",2001
4294,Bobby Phills,"$4,640,000","$7,974,959",2001
4295,Bryon Russell,"$4,570,000","$7,854,647",2001
4296,Tariq Abdul-Wahad,"$4,500,000","$7,734,335",2001
4297,Bo Outlaw,"$4,500,000","$7,734,335",2001
4298,Bob Sura,"$4,390,000","$7,545,274",2001
4299,Jason Caffey,"$4,380,000","$7,528,086",2001
4300,Robert Pack,"$4,320,000","$7,424,962",2001
4301,Brent Barry,"$4,320,000","$7,424,962",2001
4302,Vitaly Potapenko,"$4,290,000","$7,373,400",2001
4303,Brevin Knight,"$4,250,000","$7,304,650",2001
4304,Howard Eisley,"$4,250,000","$7,304,650",2001
4305,Walt Williams,"$4,250,000","$7,304,650",2001
4306,Scott Williams,"$4,200,000","$7,218,713",2001
4307,Dan Majerle,"$4,050,000","$6,960,902",2001
4308,Brad Miller,"$4,000,000","$6,874,965",2001
4309,Ben Wallace,"$4,000,000","$6,874,965",2001
4310,Duane Causwell,"$4,000,000","$6,874,965",2001
4311,Sam Cassell,"$4,000,000","$6,874,965",2001
4312,Danny Fortson,"$3,950,000","$6,789,028",2001
4313,Corliss Williamson,"$3,940,000","$6,771,840",2001
4314,Cedric Ceballos,"$3,937,500","$6,767,543",2001
4315,Jahidi White,"$3,922,000","$6,740,903",2001
4316,Cuttino Mobley,"$3,920,000","$6,737,465",2001
4317,Rashard Lewis,"$3,920,000","$6,737,465",2001
4318,Scot Pollard,"$3,920,000","$6,737,465",2001
4319,Eric Williams,"$3,890,000","$6,685,903",2001
4320,Voshon Lenard,"$3,780,000","$6,496,842",2001
4321,Nick Anderson,"$3,750,000","$6,445,279",2001
4322,Dana Barros,"$3,700,000","$6,359,342",2001
4323,Michael Olowokandi,"$3,697,440","$6,354,942",2001
4324,Doug West,"$3,680,000","$6,324,967",2001
4325,Kurt Thomas,"$3,680,000","$6,324,967",2001
4326,Elton Brand,"$3,629,160","$6,237,587",2001
4327,Adonal Foyle,"$3,580,000","$6,153,093",2001
4328,Mark Jackson,"$3,570,000","$6,135,906",2001
4329,Kenyon Martin,"$3,536,640","$6,078,569",2001
4330,Michael Stewart,"$3,520,000","$6,049,969",2001
4331,Derek Strong,"$3,510,000","$6,032,781",2001
4332,Travis Best,"$3,500,000","$6,015,594",2001
4333,Rex Chapman,"$3,500,000","$6,015,594",2001
4334,Greg Anthony,"$3,500,000","$6,015,594",2001
4335,Rick Fox,"$3,400,000","$5,843,720",2001
4336,Adam Keefe,"$3,390,000","$5,826,533",2001
4337,Lamond Murray,"$3,380,000","$5,809,345",2001
4338,Derek Fisher,"$3,380,000","$5,809,345",2001
4339,Eric Snow,"$3,380,000","$5,809,345",2001
4340,Mike Bibby,"$3,308,160","$5,685,871",2001
4341,Jud Buechler,"$3,260,000","$5,603,096",2001
4342,Steve Francis,"$3,246,960","$5,580,684",2001
4343,Greg Minor,"$3,240,000","$5,568,721",2001
4344,Tony Battie,"$3,200,000","$5,499,972",2001
4345,Travis Knight,"$3,200,000","$5,499,972",2001
4346,Don MacLean,"$3,178,500","$5,463,018",2001
4347,Stromile Swift,"$3,164,280","$5,438,578",2001
4348,Doug Christie,"$3,140,000","$5,396,847",2001
4349,Darrell Armstrong,"$3,100,000","$5,328,098",2001
4350,Tracy Murray,"$3,060,000","$5,259,348",2001
4351,Mark Bryant,"$3,029,268","$5,206,527",2001
4352,Chucky Atkins,"$3,000,000","$5,156,223",2001
4353,Tyrone Nesby,"$2,990,000","$5,139,036",2001
4354,Raef LaFrentz,"$2,970,840","$5,106,105",2001
4355,Samaki Walker,"$2,960,000","$5,087,474",2001
4356,Baron Davis,"$2,916,000","$5,011,849",2001
4357,David Wesley,"$2,880,000","$4,949,974",2001
4358,Brent Price,"$2,880,000","$4,949,974",2001
4359,Dean Garrett,"$2,880,000","$4,949,974",2001
4360,Jerome Williams,"$2,870,000","$4,932,787",2001
4361,Kevin Willis,"$2,870,000","$4,932,787",2001
4362,Mikki Moore,"$2,850,000","$4,898,412",2001
4363,Darius Miles,"$2,841,720","$4,884,181",2001
4364,Antonio Daniels,"$2,820,000","$4,846,850",2001
4365,Popeye Jones,"$2,812,500","$4,833,959",2001
4366,Anthony Peeler,"$2,740,000","$4,709,351",2001
4367,Jon Barry,"$2,730,000","$4,692,163",2001
4368,Cedric Henderson,"$2,700,000","$4,640,601",2001
4369,Ervin Johnson,"$2,700,000","$4,640,601",2001
4370,Lawrence Funderburke,"$2,700,000","$4,640,601",2001
4371,Antawn Jamison,"$2,678,400","$4,603,476",2001
4372,Walter McCarty,"$2,670,000","$4,589,039",2001
4373,Lindsey Hunter,"$2,650,000","$4,554,664",2001
4374,Lamar Odom,"$2,628,960","$4,518,502",2001
4375,Vernon Maxwell,"$2,570,000","$4,417,164",2001
4376,Malik Rose,"$2,570,000","$4,417,165",2001
4377,Marcus Fizer,"$2,562,000","$4,403,415",2001
4378,Erick Strickland,"$2,560,000","$4,399,977",2001
4379,Dragan Tarlac,"$2,500,000","$4,296,853",2001
4380,Vince Carter,"$2,425,440","$4,168,703",2001
4381,Matt Maloney,"$2,401,000","$4,126,696",2001
4382,Gary Trent,"$2,400,000","$4,124,979",2001
4383,Terry Mills,"$2,400,000","$4,124,978",2001
4384,Mark Strickland,"$2,400,000","$4,124,979",2001
4385,Jonathan Bender,"$2,380,680","$4,091,773",2001
4386,Sam Mitchell,"$2,370,000","$4,073,416",2001
4387,Chris Whitney,"$2,370,000","$4,073,416",2001
4388,Jim Jackson,"$2,330,000","$4,004,667",2001
4389,Mike Miller,"$2,320,080","$3,987,617",2001
4390,Dale Ellis,"$2,290,000","$3,935,917",2001
4391,Randy Brown,"$2,250,000","$3,867,167",2001
4392,Aaron Williams,"$2,250,000","$3,867,167",2001
4393,Bimbo Coles,"$2,250,000","$3,867,167",2001
4394,Joe Smith,"$2,250,000","$3,867,167",2001
4395,Maurice Taylor,"$2,250,000","$3,867,167",2001
4396,Sam Perkins,"$2,250,000","$3,867,167",2001
4397,Brian Shaw,"$2,250,000","$3,867,167",2001
4398,Othella Harrington,"$2,250,000","$3,867,167",2001
4399,A.C. Green,"$2,250,000","$3,867,167",2001
4400,Chauncey Billups,"$2,250,000","$3,867,167",2001
4401,Tony Delk,"$2,250,000","$3,867,167",2001
4402,Will Perdue,"$2,250,000","$3,867,167",2001
4403,Bobby Jackson,"$2,250,000","$3,867,167",2001
4404,Derek Anderson,"$2,250,000","$3,867,167",2001
4405,John Starks,"$2,250,000","$3,867,167",2001
4406,Eric Montross,"$2,240,000","$3,849,980",2001
4407,Robert Traylor,"$2,203,080","$3,786,524",2001
4408,Chris Crawford,"$2,200,000","$3,781,230",2001
4409,Jamie Feick,"$2,200,000","$3,781,230",2001
4410,Otis Thorpe,"$2,200,000","$3,781,230",2001
4411,J.R. Reid,"$2,200,000","$3,781,230",2001
4412,Calbert Cheaney,"$2,200,000","$3,781,230",2001
4413,George McCloud,"$2,200,000","$3,781,230",2001
4414,John Wallace,"$2,200,000","$3,781,230",2001
4415,Michael Curry,"$2,200,000","$3,781,230",2001
4416,Terry Cummings,"$2,200,000","$3,781,230",2001
4417,Carlos Rogers,"$2,200,000","$3,781,230",2001
4418,Shandon Anderson,"$2,200,000","$3,781,230",2001
4419,Eric Piatkowski,"$2,200,000","$3,781,230",2001
4420,Ron Harper,"$2,200,000","$3,781,230",2001
4421,Grant Long,"$2,200,000","$3,781,230",2001
4422,George Lynch,"$2,200,000","$3,781,230",2001
4423,Rodney Rogers,"$2,200,000","$3,781,230",2001
4424,Detlef Schrempf,"$2,200,000","$3,781,230",2001
4425,Steve Kerr,"$2,200,000","$3,781,230",2001
4426,Terry Porter,"$2,200,000","$3,781,230",2001
4427,Olden Polynice,"$2,200,000","$3,781,230",2001
4428,Michael Smith,"$2,200,000","$3,781,230",2001
4429,Wally Szczerbiak,"$2,162,280","$3,716,399",2001
4430,Lucious Harris,"$2,160,000","$3,712,481",2001
4431,Cory Alexander,"$2,160,000","$3,712,481",2001
4432,Sean Rooks,"$2,160,000","$3,712,481",2001
4433,DerMarr Johnson,"$2,107,200","$3,621,731",2001
4434,John Williams,"$2,100,000","$3,609,356",2001
4435,Clarence Weatherspoon,"$2,100,000","$3,609,356",2001
4436,Hubert Davis,"$2,100,000","$3,609,356",2001
4437,Billy Owens,"$2,100,000","$3,609,356",2001
4438,Eric Murdock,"$2,100,000","$3,609,356",2001
4439,Vinny Del Negro,"$2,100,000","$3,609,356",2001
4440,Matt Bullard,"$2,100,000","$3,609,356",2001
4441,Cherokee Parks,"$2,100,000","$3,609,356",2001
4442,Alvin Williams,"$2,100,000","$3,609,356",2001
4443,Jason Williams,"$2,011,080","$3,456,526",2001
4444,Johnny Newman,"$2,000,000","$3,437,482",2001
4445,Dell Curry,"$2,000,000","$3,437,482",2001
4446,Richard Hamilton,"$1,973,880","$3,392,589",2001
4447,Chris Mihm,"$1,923,600","$3,306,170",2001
4448,Keith Closs,"$1,920,000","$3,299,983",2001
4449,Andrew DeClercq,"$1,920,000","$3,299,983",2001
4450,James Robinson,"$1,870,000","$3,214,046",2001
4451,Larry Hughes,"$1,842,480","$3,166,746",2001
4452,Aaron McKie,"$1,818,000","$3,124,671",2001
4453,Andre Miller,"$1,808,400","$3,108,171",2001
4454,Jamal Crawford,"$1,762,320","$3,028,972",2001
4455,Greg Foster,"$1,760,000","$3,024,984",2001
4456,Jaren Jackson Jr,"$1,750,000","$3,007,797",2001
4457,Lorenzo Williams,"$1,750,000","$3,007,797",2001
4458,Muggsy Bogues,"$1,740,000","$2,990,609",2001
4459,Darvin Ham,"$1,700,000","$2,921,860",2001
4460,Dirk Nowitzki,"$1,693,560","$2,910,791",2001
4461,Shawn Marion,"$1,662,240","$2,856,960",2001
4462,Joel Przybilla,"$1,619,880","$2,784,154",2001
4463,Paul Pierce,"$1,608,840","$2,765,179",2001
4464,Jason Terry,"$1,579,080","$2,714,030",2001
4465,Keyon Dooling,"$1,538,880","$2,644,936",2001
4466,Bonzi Wells,"$1,528,440","$2,626,992",2001
4467,Trajan Langdon,"$1,500,120","$2,578,318",2001
4468,Jacque Vaughn,"$1,500,000","$2,578,111",2001
4469,Predrag Stojakovic,"$1,480,000","$2,543,737",2001
4470,Jerome Moiso,"$1,461,960","$2,512,731",2001
4471,Michael Doleac,"$1,452,000","$2,495,612",2001
4472,Aleksandar Radojevic,"$1,425,120","$2,449,412",2001
4473,Etan Thomas,"$1,388,880","$2,387,125",2001
4474,Keon Clark,"$1,379,400","$2,370,831",2001
4475,Tony Massenburg,"$1,360,000","$2,337,488",2001
4476,Corey Maggette,"$1,353,960","$2,327,106",2001
4477,Corie Blount,"$1,320,000","$2,268,738",2001
4478,Courtney Alexander,"$1,319,400","$2,267,707",2001
4479,Gary Grant,"$1,316,969","$2,263,528",2001
4480,Michael Dickerson,"$1,310,400","$2,252,238",2001
4481,William Avery,"$1,286,160","$2,210,576",2001
4482,Mateen Cleaves,"$1,253,400","$2,154,270",2001
4483,Matt Harpring,"$1,244,880","$2,139,626",2001
4484,Anthony Johnson,"$1,200,000","$2,062,489",2001
4485,Chris Carr,"$1,200,000","$2,062,489",2001
4486,Eldridge Recasner,"$1,200,000","$2,062,489",2001
4487,Joe Kleine,"$1,200,000","$2,062,489",2001
4488,Zan Tabak,"$1,200,000","$2,062,489",2001
4489,Chuck Person,"$1,200,000","$2,062,489",2001
4490,Anthony Carter,"$1,200,000","$2,062,489",2001
4491,LaPhonso Ellis,"$1,200,000","$2,062,489",2001
4492,Danny Ferry,"$1,200,000","$2,062,489",2001
4493,Dennis Scott,"$1,200,000","$2,062,489",2001
4494,Jason Collier,"$1,190,760","$2,046,608",2001
4495,Bryce Drew,"$1,182,600","$2,032,583",2001
4496,Metta World Peace,"$1,160,760","$1,995,046",2001
4497,Elliot Perry,"$1,144,000","$1,966,239",2001
4498,Hidayet Turkoglu,"$1,131,240","$1,944,308",2001
4499,Tom Hammonds,"$1,130,000","$1,942,177",2001
4500,Radoslav Nesterovic,"$1,123,560","$1,931,108",2001
4501,Jelani McCoy,"$1,110,000","$1,907,802",2001
4502,Cal Bowdler,"$1,102,800","$1,895,427",2001
4503,Sherman Douglas,"$1,100,000","$1,890,615",2001
4504,Greg Buckner,"$1,100,000","$1,890,615",2001
4505,Desmond Mason,"$1,074,720","$1,847,165",2001
4506,Mirsad Turkcan,"$1,069,400","$1,838,021",2001
4507,James Posey,"$1,047,600","$1,800,553",2001
4508,Bill Curley,"$1,034,500","$1,778,036",2001
4509,Quentin Richardson,"$1,020,960","$1,754,766",2001
4510,Pat Garrity,"$1,019,280","$1,751,878",2001
4511,Quincy Lewis,"$1,000,440","$1,719,497",2001
4512,Kevin Edwards,"$1,000,000","$1,718,741",2001
4513,Jerome Kersey,"$1,000,000","$1,718,741",2001
4514,Felton Spencer,"$1,000,000","$1,718,741",2001
4515,David Wingate,"$1,000,000","$1,718,741",2001
4516,Pervis Ellison,"$1,000,000","$1,718,741",2001
4517,Dee Brown,"$1,000,000","$1,718,741",2001
4518,Monty Williams,"$1,000,000","$1,718,741",2001
4519,Mario Elie,"$1,000,000","$1,718,741",2001
4520,Tyrone Corbin,"$1,000,000","$1,718,741",2001
4521,Bruno Sundov,"$997,000","$1,713,584",2001
4522,Ruben Patterson,"$990,000","$1,701,553",2001
4523,Roshown McLeod,"$978,600","$1,681,960",2001
4524,Jamaal Magloire,"$975,000","$1,675,772",2001
4525,Dion Glover,"$960,480","$1,650,816",2001
4526,Ricky Davis,"$939,360","$1,614,516",2001
4527,Speedy Claxton,"$936,000","$1,608,741",2001
4528,Terry Davis,"$923,500","$1,587,257",2001
4529,Stacey Augmon,"$923,500","$1,587,257",2001
4530,Jeff Foster,"$922,080","$1,584,816",2001
4531,Brian Skinner,"$901,800","$1,549,960",2001
4532,Morris Peterson,"$898,560","$1,544,392",2001
4533,Kenny Thomas,"$885,120","$1,521,292",2001
4534,Fred Hoiberg,"$880,000","$1,512,492",2001
4535,Tyronn Lue,"$865,800","$1,488,086",2001
4536,Donnell Harvey,"$862,560","$1,482,517",2001
4537,Devean George,"$849,720","$1,460,448",2001
4538,Felipe Lopez,"$831,120","$1,428,480",2001
4539,DeShawn Stevenson,"$828,120","$1,423,324",2001
4540,John Crotty,"$800,000","$1,374,993",2001
4541,Mahmoud Abdul-Rauf,"$798,500","$1,372,414",2001
4542,Al Harrington,"$797,880","$1,371,349",2001
4543,Dalibor Bagaric,"$795,000","$1,366,399",2001
4544,Tim James,"$783,120","$1,345,980",2001
4545,Sam Jacobson,"$768,500","$1,320,852",2001
4546,Iakovos Tsakalidis,"$763,200","$1,311,743",2001
4547,Vonteego Cummings,"$757,200","$1,301,430",2001
4548,Corey Benjamin,"$749,160","$1,287,612",2001
4549,Vladimir Stepania,"$749,160","$1,287,612",2001
4550,Nazr Mohammed,"$739,080","$1,270,287",2001
4551,Mamadou N'diaye,"$737,880","$1,268,224",2001
4552,Isaiah Rider,"$736,000","$1,264,993",2001
4553,Todd Day,"$736,000","$1,264,993",2001
4554,David Benoit,"$736,000","$1,264,993",2001
4555,Jumaine Jones,"$735,600","$1,264,306",2001
4556,Bruce Bowen,"$733,000","$1,259,837",2001
4557,Scott Padgett,"$730,800","$1,256,056",2001
4558,Erick Barkley,"$712,200","$1,224,087",2001
4559,Damon Jones,"$710,000","$1,220,306",2001
4560,Mark Madsen,"$707,040","$1,215,218",2001
4561,Reggie Slater,"$673,500","$1,157,572",2001
4562,Darrick Martin,"$673,500","$1,157,572",2001
4563,Larry Robinson,"$611,000","$1,050,150",2001
4564,Todd Fuller,"$611,000","$1,050,150",2001
4565,Don Reid,"$611,000","$1,050,150",2001
4566,Antonio Harvey,"$611,000","$1,050,150",2001
4567,Emanual Davis,"$610,000","$1,048,432",2001
4568,Eddie Robinson,"$600,000","$1,031,244",2001
4569,John Amaechi,"$600,000","$1,031,244",2001
4570,Shammond Williams,"$550,000","$945,307",2001
4571,Doug Overton,"$548,500","$942,729",2001
4572,Shawnelle Scott,"$548,500","$942,729",2001
4573,Rick Brunson,"$539,500","$927,260",2001
4574,Kevin Ollie,"$523,500","$899,761",2001
4575,Moochie Norris,"$523,500","$899,761",2001
4576,Tyus Edney,"$523,500","$899,761",2001
4577,Jeff McInnis,"$523,500","$899,761",2001
4578,Etdrick Bohannon,"$523,500","$899,761",2001
4579,Troy Hudson,"$523,500","$899,761",2001
4580,Roy Rogers,"$523,500","$899,761",2001
4581,Ryan Bowen,"$510,000","$876,558",2001
4582,Ansu Sesay,"$508,000","$873,120",2001
4583,Laron Profit,"$508,000","$873,120",2001
4584,Adrian Griffin,"$498,500","$856,792",2001
4585,Earl Boykins,"$498,500","$856,792",2001
4586,William Cunningham,"$498,500","$856,792",2001
4587,Mark Pope,"$498,500","$856,792",2001
4588,Andrae Patterson,"$498,500","$856,792",2001
4589,Kornel David,"$498,500","$856,792",2001
4590,Gerard King,"$489,500","$841,323",2001
4591,Leon Smith,"$483,680","$831,320",2001
4592,Michael Ruffin,"$440,000","$756,246",2001
4593,Evan Eschmeyer,"$423,500","$727,886",2001
4594,Rodney Buford,"$423,500","$727,886",2001
4595,Michael Hawkins,"$423,500","$727,886",2001
4596,Lari Ketner,"$423,500","$727,886",2001
4597,Maceo Baston,"$423,500","$727,886",2001
4598,Rafer Alston,"$423,500","$727,886",2001
4599,Jonathan Kerner,"$423,500","$727,886",2001
4600,Lazaro Borrell,"$423,500","$727,886",2001
4601,Jermaine Jackson,"$423,500","$727,886",2001
4602,Todd MacCulloch,"$423,500","$727,886",2001
4603,Derrick Dial,"$423,500","$727,886",2001
4604,Calvin Booth,"$423,500","$727,886",2001
4605,Obinna Ekezie,"$423,500","$727,886",2001
4606,Hanno Mottola,"$316,969","$544,787",2001
4607,Mark Blount,"$316,969","$544,787",2001
4608,Milt Palacio,"$316,969","$544,787",2001
4609,Chris Herren,"$316,969","$544,787",2001
4610,Soumaila Samake,"$316,969","$544,787",2001
4611,Stephen Jackson,"$316,969","$544,787",2001
4612,Lee Nailon,"$316,969","$544,787",2001
4613,Terrance Roberson,"$316,969","$544,787",2001
4614,AJ Guyton,"$316,969","$544,787",2001
4615,Jake Voskuhl,"$316,969","$544,787",2001
4616,Khalid El-Amin,"$316,969","$544,787",2001
4617,Eduardo Najera,"$316,969","$544,787",2001
4618,Brian Cardinal,"$316,969","$544,787",2001
4619,Torraye Braggs,"$316,969","$544,787",2001
4620,Marc Jackson,"$316,969","$544,787",2001
4621,Chris Porter,"$316,969","$544,787",2001
4622,Dan Langhi,"$316,969","$544,787",2001
4623,Zendon Hamilton,"$316,969","$544,787",2001
4624,Stanislav Medvedenko,"$316,969","$544,787",2001
4625,Mike Penberthy,"$316,969","$544,787",2001
4626,Eddie House,"$316,969","$544,787",2001
4627,Jason Hart,"$316,969","$544,787",2001
4628,Michael Redd,"$316,969","$544,787",2001
4629,Lavor Postell,"$316,969","$544,787",2001
4630,Pete Mickeal,"$316,969","$544,787",2001
4631,Olumide Oyedeji,"$316,969","$544,787",2001
4632,Ruben Wolkowyski,"$316,969","$544,787",2001
4633,Pepe Sanchez,"$316,969","$544,787",2001
4634,Ademola Okulaja,"$316,969","$544,787",2001
4635,Daniel Santiago,"$316,969","$544,787",2001
4636,Paul McPherson,"$316,969","$544,787",2001
4637,Ruben Garces,"$316,969","$544,787",2001
4638,Jabari Smith Sr,"$316,969","$544,787",2001
4639,Ira Newble,"$316,969","$544,787",2001
4640,Chris Carrawell,"$316,969","$544,787",2001
4641,Garth Joseph,"$316,969","$544,787",2001
4642,Mike Smith,"$316,969","$544,787",2001
4643,Mark Karcher,"$50,000","$85,937",2001
4644,Anthony Miller,"$40,000","$68,749",2001
4645,Jamal Robinson,"$40,000","$68,749",2001
4646,Kevin Garnett,"$22,400,000","$37,288,575",2002
4647,Shaquille O'Neal,"$21,428,572","$35,671,469",2002
4648,Alonzo Mourning,"$18,754,800","$31,220,525",2002
4649,Juwan Howard,"$18,750,000","$31,212,535",2002
4650,Scottie Pippen,"$18,083,564","$30,103,140",2002
4651,Karl Malone,"$17,500,000","$29,131,699",2002
4652,Jayson Williams,"$15,125,000","$25,178,111",2002
4653,Rasheed Wallace,"$14,400,000","$23,971,226",2002
4654,Dikembe Mutombo,"$14,315,790","$23,831,045",2002
4655,Gary Payton,"$12,926,493","$21,518,326",2002
4656,Allan Houston,"$12,750,000","$21,224,523",2002
4657,Chris Webber,"$12,750,000","$21,224,523",2002
4658,Shawn Kemp,"$12,660,000","$21,074,703",2002
4659,Damon Stoudamire,"$12,375,000","$20,600,273",2002
4660,Reggie Miller,"$12,045,075","$20,051,057",2002
4661,Antonio McDyess,"$11,700,000","$19,476,621",2002
4662,Bryant Reeves,"$11,555,554","$19,236,167",2002
4663,Larry Johnson,"$11,335,714","$18,870,206",2002
4664,Shareef Abdur-Rahim,"$11,250,000","$18,727,521",2002
4665,Antoine Walker,"$11,250,000","$18,727,521",2002
4666,Zydrunas Ilgauskas,"$11,250,000","$18,727,521",2002
4667,Kobe Bryant,"$11,250,000","$18,727,521",2002
4668,Ray Allen,"$11,250,000","$18,727,521",2002
4669,Latrell Sprewell,"$11,250,000","$18,727,521",2002
4670,Vin Baker,"$11,250,000","$18,727,521",2002
4671,Allen Iverson,"$11,250,000","$18,727,521",2002
4672,Anfernee Hardaway,"$11,250,000","$18,727,521",2002
4673,Stephon Marbury,"$11,250,000","$18,727,521",2002
4674,Mitch Richmond,"$11,000,000","$18,311,353",2002
4675,Antonio Davis,"$11,000,000","$18,311,353",2002
4676,Keith Van Horn,"$10,865,250","$18,087,039",2002
4677,Jalen Rose,"$10,865,250","$18,087,039",2002
4678,Grant Hill,"$10,865,250","$18,087,039",2002
4679,Tracy McGrady,"$10,865,250","$18,087,039",2002
4680,Tim Duncan,"$10,865,250","$18,087,039",2002
4681,Michael Finley,"$10,625,000","$17,687,103",2002
4682,Vlade Divac,"$10,444,642","$17,386,866",2002
4683,Nick Van Exel,"$10,164,642","$16,920,759",2002
4684,Tom Gugliotta,"$10,114,000","$16,836,457",2002
4685,Eddie Jones,"$10,091,250","$16,798,586",2002
4686,Brian Grant,"$9,925,076","$16,521,961",2002
4687,Tim Thomas,"$9,675,000","$16,105,668",2002
4688,Theo Ratliff,"$9,667,969","$16,093,963",2002
4689,David Robinson,"$9,500,000","$15,814,351",2002
4690,Terrell Brandon,"$9,300,000","$15,481,417",2002
4691,Steve Smith,"$9,000,000","$14,982,016",2002
4692,Glenn Robinson,"$8,990,000","$14,965,370",2002
4693,Glen Rice,"$8,800,000","$14,649,083",2002
4694,Derrick Coleman,"$8,710,000","$14,499,262",2002
4695,Jason Kidd,"$8,447,500","$14,062,287",2002
4696,Kenny Anderson,"$8,350,000","$13,899,982",2002
4697,Kerry Kittles,"$8,166,667","$13,594,793",2002
4698,Matt Geiger,"$8,142,160","$13,553,997",2002
4699,Elden Campbell,"$7,975,000","$13,275,731",2002
4700,Toni Kukoc,"$7,906,783","$13,162,172",2002
