,Player,Actual,Adjusted,Year
7763,Marco Belinelli,"$1,345,800","$1,913,950",2008
7764,Oleksiy Pecherov,"$1,345,800","$1,913,950",2008
7765,Quincy Douby,"$1,333,920","$1,897,054",2008
7766,Javaris Crittenton,"$1,285,200","$1,827,766",2008
7767,Renaldo Balkman,"$1,280,640","$1,821,281",2008
7768,Nate Robinson,"$1,268,160","$1,803,533",2008
7769,Jason Smith,"$1,233,840","$1,754,724",2008
7770,Rajon Rondo,"$1,229,280","$1,748,239",2008
7771,Jacque Vaughn,"$1,219,950","$1,734,970",2008
7772,Scot Pollard,"$1,219,590","$1,734,458",2008
7773,Darrell Armstrong,"$1,219,590","$1,734,458",2008
7774,Derek Anderson,"$1,219,590","$1,734,458",2008
7775,Jeff McInnis,"$1,219,590","$1,734,458",2008
7776,Austin Croshere,"$1,219,590","$1,734,458",2008
7777,Dikembe Mutombo,"$1,219,590","$1,734,458",2008
7778,Eric Piatkowski,"$1,219,590","$1,734,458",2008
7779,Darrick Martin,"$1,219,590","$1,734,458",2008
7780,Jarrett Jack,"$1,217,400","$1,731,344",2008
7781,Devin Brown,"$1,200,000","$1,706,598",2008
7782,Jarvis Hayes,"$1,200,000","$1,706,598",2008
7783,Marcus Williams,"$1,193,090","$1,696,770",2008
7784,Daequan Cook,"$1,184,400","$1,684,412",2008
7785,Francisco Garcia,"$1,168,800","$1,662,226",2008
7786,Jared Dudley,"$1,137,000","$1,617,002",2008
7787,Josh Boone,"$1,133,040","$1,611,370",2008
7788,Luther Head,"$1,122,000","$1,595,669",2008
7789,Brian Skinner,"$1,108,718","$1,576,780",2008
7790,Anthony Carter,"$1,103,225","$1,568,968",2008
7791,Calvin Booth,"$1,103,225","$1,568,968",2008
7792,Ronnie Price,"$1,100,000","$1,564,381",2008
7793,Wilson Chandler,"$1,091,640","$1,552,492",2008
7794,Kyle Lowry,"$1,087,680","$1,546,860",2008
7795,Bernard Robinson,"$1,080,000","$1,535,938",2008
7796,Shavlik Randolph,"$1,080,000","$1,535,938",2008
7797,Johan Petro,"$1,077,120","$1,531,842",2008
7798,Shannon Brown,"$1,044,120","$1,484,911",2008
7799,Jason Maxiell,"$1,041,360","$1,480,986",2008
7800,Michael Ruffin,"$1,033,930","$1,470,419",2008
7801,Ryan Bowen,"$1,033,930","$1,470,419",2008
7802,Sean Marks,"$1,033,930","$1,470,419",2008
7803,DeShawn Stevenson,"$1,033,930","$1,470,419",2008
7804,Linas Kleiza,"$1,011,360","$1,438,321",2008
7805,Jordan Farmar,"$1,009,560","$1,435,761",2008
7806,Morris Almond,"$1,005,960","$1,430,641",2008
7807,Ime Udoka,"$1,000,000","$1,422,165",2008
7808,Malik Allen,"$998,398","$1,419,887",2008
7809,David Lee,"$990,600","$1,408,797",2008
7810,Maurice Ager,"$974,400","$1,385,757",2008
7811,Earl Barron,"$973,328","$1,384,233",2008
7812,Aaron Brooks,"$972,720","$1,383,368",2008
7813,Mardy Collins,"$967,320","$1,375,689",2008
7814,Arron Afflalo,"$944,520","$1,343,263",2008
7815,Ian Mahinmi,"$938,760","$1,335,071",2008
7816,Alando Tucker,"$931,920","$1,325,344",2008
7817,Melvin Ely,"$895,341","$1,273,322",2008
7818,Mile Ilic,"$864,000","$1,228,750",2008
7819,Justin Williams,"$862,456","$1,226,555",2008
7820,Kareem Rush,"$854,957","$1,215,890",2008
7821,Jeremy Richardson,"$850,726","$1,209,872",2008
7822,Casey Jacobsen,"$826,269","$1,175,091",2008
7823,Ronald Dupree,"$826,046","$1,174,774",2008
7824,Quinton Ross,"$826,046","$1,174,774",2008
7825,Royal Ivey,"$826,046","$1,174,774",2008
7826,Sergio Rodriguez,"$817,000","$1,161,909",2008
7827,Randolph Morris,"$810,000","$1,151,953",2008
7828,Mickael Gelabale,"$802,000","$1,140,576",2008
7829,Josh Powell,"$800,000","$1,137,732",2008
7830,Roger Mason,"$798,328","$1,135,354",2008
7831,Salim Stoudamire,"$783,000","$1,113,555",2008
7832,Billy Thomas,"$775,426","$1,102,783",2008
7833,Bobby Jones,"$773,388","$1,099,885",2008
7834,Dwayne Jones,"$770,610","$1,095,934",2008
7835,Brandon Bass,"$770,610","$1,095,934",2008
7836,Monta Ellis,"$770,610","$1,095,934",2008
7837,Stephen Graham,"$770,610","$1,095,934",2008
7838,Ronny Turiaf,"$770,610","$1,095,934",2008
7839,Ryan Gomes,"$770,610","$1,095,934",2008
7840,Louis Williams,"$770,610","$1,095,934",2008
7841,Von Wafer,"$770,610","$1,095,934",2008
7842,CJ Miles,"$770,610","$1,095,934",2008
7843,Dahntay Jones,"$753,767","$1,071,981",2008
7844,Kyrylo Fesenko,"$750,000","$1,066,624",2008
7845,Solomon Jones,"$729,000","$1,036,758",2008
7846,Andre Brown,"$711,517","$1,011,894",2008
7847,Awvee Storey,"$711,517","$1,011,894",2008
7848,Leon Powe,"$687,456","$977,676",2008
7849,Ryan Hollins,"$687,456","$977,676",2008
7850,Daniel Gibson,"$687,456","$977,676",2008
7851,Jose Juan Barea,"$687,456","$977,676",2008
7852,Yakhouba Diawara,"$687,456","$977,676",2008
7853,Kelenna Azubuike,"$687,456","$977,676",2008
7854,Steve Novak,"$687,456","$977,676",2008
7855,Andre Owens,"$687,456","$977,676",2008
7856,Paul Davis,"$687,456","$977,676",2008
7857,Marcus Vinicius,"$687,456","$977,676",2008
7858,Chris Quinn,"$687,456","$977,676",2008
7859,Alexander Johnson,"$687,456","$977,676",2008
7860,David Noel,"$687,456","$977,676",2008
7861,Craig Smith,"$687,456","$977,676",2008
7862,James Augustine,"$687,456","$977,676",2008
7863,Juaquin Hawkins,"$687,456","$977,676",2008
7864,Paul Millsap,"$687,456","$977,676",2008
7865,Gabe Pruitt,"$650,000","$924,407",2008
7866,Richie Frahm,"$623,694","$886,996",2008
7867,Juan Carlos Navarro,"$538,090","$765,252",2008
7868,Earl Boykins,"$533,572","$758,827",2008
7869,Clifford Robinson,"$500,000","$711,082",2008
7870,Arvydas Macijauskas,"$500,000","$711,082",2008
7871,Mario West,"$427,163","$607,496",2008
7872,Glen Davis,"$427,163","$607,496",2008
7873,Jermareo Davidson,"$427,163","$607,496",2008
7874,Aaron Gray,"$427,163","$607,496",2008
7875,Demetris Nichols,"$427,163","$607,496",2008
7876,JamesOn Curry,"$427,163","$607,496",2008
7877,Nick Fazekas,"$427,163","$607,496",2008
7878,Taurean Green,"$427,163","$607,496",2008
7879,Cheikh Samb,"$427,163","$607,496",2008
7880,Carl Landry,"$427,163","$607,496",2008
7881,Adam Haluska,"$427,163","$607,496",2008
7882,Coby Karl,"$427,163","$607,496",2008
7883,Joel Anthony,"$427,163","$607,496",2008
7884,Ramon Sessions,"$427,163","$607,496",2008
7885,Chris Richard,"$427,163","$607,496",2008
7886,Marcin Gortat,"$427,163","$607,496",2008
7887,Herbert Hill,"$427,163","$607,496",2008
7888,D.J. Strawberry,"$427,163","$607,496",2008
7889,Josh McRoberts,"$427,163","$607,496",2008
7890,Jamario Moon,"$427,163","$607,496",2008
7891,Dominic McGuire,"$427,163","$607,496",2008
7892,Anfernee Hardaway,"$320,142","$455,294",2008
7893,Ruben Patterson,"$304,897","$433,613",2008
7894,Linton Johnson,"$283,953","$403,828",2008
7895,Luke Jackson,"$279,415","$397,374",2008
7896,Keith Langford,"$272,316","$387,278",2008
7897,Kaniel Dickens,"$264,897","$376,727",2008
7898,David Wesley,"$250,000","$355,541",2008
7899,Mike Wilks,"$229,432","$326,289",2008
7900,Tarence Kinsey,"$219,533","$312,212",2008
7901,Bo Outlaw,"$160,071","$227,647",2008
7902,Darius Washington,"$154,847","$220,218",2008
7903,Eddie Gill,"$151,089","$214,873",2008
7904,Jelani McCoy,"$151,089","$214,873",2008
7905,Brandon Wallace,"$130,819","$186,046",2008
7906,CJ Watson,"$125,479","$178,451",2008
7907,Courtney Sims,"$112,130","$159,467",2008
7908,Darryl Watkins,"$109,461","$155,671",2008
7909,Thomas Gardner,"$101,451","$144,280",2008
7910,Orien Greene,"$77,061","$109,593",2008
7911,Guillermo Diaz,"$56,065","$79,733",2008
7912,Stephane Lasme,"$48,056","$68,343",2008
7913,DerMarr Johnson,"$42,203","$60,019",2008
7914,Kevin Garnett,"$24,751,934","$33,518,133",2009
7915,Jason Kidd,"$21,372,000","$28,941,154",2009
7916,Jermaine O'Neal,"$21,372,000","$28,941,154",2009
7917,Kobe Bryant,"$21,262,500","$28,792,873",2009
7918,Shaquille O'Neal,"$21,000,000","$28,437,406",2009
7919,Allen Iverson,"$20,840,625","$28,221,586",2009
7920,Stephon Marbury,"$20,840,625","$28,221,586",2009
7921,Tim Duncan,"$20,598,704","$27,893,986",2009
7922,Tracy McGrady,"$20,370,437","$27,584,875",2009
7923,Steve Francis,"$19,816,550","$26,834,822",2009
7924,Ray Allen,"$18,388,430","$24,900,916",2009
7925,Dirk Nowitzki,"$18,077,904","$24,480,414",2009
7926,Paul Pierce,"$18,077,903","$24,480,412",2009
7927,Shawn Marion,"$17,810,000","$24,117,628",2009
7928,Rashard Lewis,"$16,447,871","$22,273,085",2009
7929,Michael Redd,"$15,780,000","$21,368,679",2009
7930,Pau Gasol,"$15,106,000","$20,455,974",2009
7931,Andrei Kirilenko,"$15,106,000","$20,455,974",2009
7932,Yao Ming,"$15,070,550","$20,407,969",2009
7933,Amare Stoudemire,"$15,070,550","$20,407,969",2009
7934,Mike Bibby,"$14,983,603","$20,290,228",2009
7935,Vince Carter,"$14,724,125","$19,938,853",2009
7936,Zach Randolph,"$14,666,667","$19,861,045",2009
7937,Gilbert Arenas,"$14,653,466","$19,843,169",2009
7938,Ben Wallace,"$14,500,000","$19,635,351",2009
7939,Kenyon Martin,"$14,431,816","$19,543,019",2009
7940,LeBron James,"$14,410,581","$19,514,263",2009
7941,Carmelo Anthony,"$14,410,581","$19,514,263",2009
7942,Dwyane Wade,"$14,410,581","$19,514,263",2009
7943,Chris Bosh,"$14,410,581","$19,514,263",2009
7944,Joe Johnson,"$14,232,567","$19,273,204",2009
7945,Lamar Odom,"$14,148,596","$19,159,493",2009
7946,Rasheed Wallace,"$13,930,000","$18,863,479",2009
7947,Wally Szczerbiak,"$13,775,000","$18,653,584",2009
7948,Dwight Howard,"$13,758,000","$18,630,563",2009
7949,Elton Brand,"$13,757,844","$18,630,352",2009
7950,Richard Jefferson,"$13,200,000","$17,874,940",2009
7951,Larry Hughes,"$12,827,676","$17,370,753",2009
7952,Raef LaFrentz,"$12,722,500","$17,228,328",2009
7953,Jason Richardson,"$12,664,335","$17,149,563",2009
7954,Predrag Stojakovic,"$12,528,000","$16,964,943",2009
7955,Steve Nash,"$12,250,000","$16,588,486",2009
7956,Carlos Boozer,"$11,593,817","$15,699,908",2009
7957,Erick Dampier,"$11,553,000","$15,644,635",2009
7958,Tony Parker,"$11,550,000","$15,640,573",2009
7959,Brad Miller,"$11,375,000","$15,403,594",2009
7960,Tyson Chandler,"$11,350,000","$15,369,740",2009
7961,Andre Iguodala,"$11,300,000","$15,302,032",2009
7962,Baron Davis,"$11,250,000","$15,234,324",2009
7963,Samuel Dalembert,"$11,238,564","$15,218,838",2009
7964,Chauncey Billups,"$11,050,000","$14,963,492",2009
7965,Monta Ellis,"$11,000,000","$14,895,784",2009
7966,Al Jefferson,"$11,000,000","$14,895,784",2009
7967,Zydrunas Ilgauskas,"$10,841,615","$14,681,305",2009
7968,Richard Hamilton,"$10,812,500","$14,641,878",2009
7969,Bobby Simmons,"$10,602,667","$14,357,730",2009
7970,Andre Miller,"$10,333,334","$13,993,010",2009
7971,Troy Murphy,"$10,126,984","$13,713,578",2009
7972,Josh Smith,"$10,000,000","$13,541,621",2009
7973,Kirk Hinrich,"$10,000,000","$13,541,621",2009
7974,Marcus Camby,"$10,000,000","$13,541,621",2009
7975,Josh Howard,"$9,945,000","$13,467,142",2009
7976,Antawn Jamison,"$9,923,285","$13,437,737",2009
7977,Manu Ginobili,"$9,905,248","$13,413,312",2009
7978,David West,"$9,862,500","$13,355,424",2009
7979,Eddy Curry,"$9,723,983","$13,167,850",2009
7980,Darius Miles,"$9,704,752","$13,141,807",2009
7981,Nenê,"$9,680,000","$13,108,290",2009
7982,Emeka Okafor,"$9,537,500","$12,915,321",2009
7983,Gerald Wallace,"$9,500,000","$12,864,540",2009
7984,Tayshaun Prince,"$9,500,000","$12,864,540",2009
7985,Chris Kaman,"$9,500,000","$12,864,540",2009
7986,Luol Deng,"$9,385,000","$12,708,812",2009
7987,Caron Butler,"$9,249,980","$12,525,973",2009
7988,Al Harrington,"$9,226,250","$12,493,838",2009
7989,Jason Terry,"$9,196,000","$12,452,875",2009
7990,Cuttino Mobley,"$9,100,000","$12,322,875",2009
7991,Mike Miller,"$9,028,575","$12,226,154",2009
7992,Boris Diaw,"$9,000,000","$12,187,459",2009
7993,Andris Biedrins,"$9,000,000","$12,187,459",2009
7994,Mike Dunleavy,"$9,000,000","$12,187,459",2009
7995,Antoine Walker,"$8,854,475","$11,990,395",2009
7996,Kevin Martin,"$8,760,335","$11,862,914",2009
7997,Quentin Richardson,"$8,685,500","$11,761,575",2009
7998,Jamal Crawford,"$8,640,000","$11,699,961",2009
7999,Kenny Thomas,"$8,562,500","$11,595,013",2009
8000,Mark Blount,"$8,513,916","$11,529,223",2009
8001,Mehmet Okur,"$8,500,000","$11,510,378",2009
8002,Radoslav Nesterovic,"$8,400,000","$11,374,962",2009
8003,Juwan Howard,"$8,355,619","$11,314,862",2009
8004,Maurice Williams,"$8,353,000","$11,311,316",2009
8005,Corey Maggette,"$8,275,862","$11,206,859",2009
8006,Adonal Foyle,"$8,062,275","$10,917,627",2009
8007,TJ Ford,"$8,000,000","$10,833,297",2009
8008,Andres Nocioni,"$8,000,000","$10,833,297",2009
8009,Devin Harris,"$7,800,000","$10,562,465",2009
8010,Jameer Nelson,"$7,700,000","$10,427,048",2009
8011,Malik Rose,"$7,647,500","$10,355,955",2009
8012,Jose Calderon,"$7,438,018","$10,072,282",2009
8013,Metta World Peace,"$7,400,000","$10,020,800",2009
8014,Eric Snow,"$7,312,500","$9,902,311",2009
8015,Donyell Marshall,"$7,213,169","$9,767,800",2009
8016,Drew Gooden,"$7,151,183","$9,683,861",2009
8017,Stephen Jackson,"$7,140,000","$9,668,718",2009
8018,Darko Milicic,"$7,020,000","$9,506,218",2009
8019,Jerry Stackhouse,"$7,000,000","$9,479,135",2009
8020,Marquis Daniels,"$6,864,200","$9,295,240",2009
8021,Hidayet Turkoglu,"$6,864,200","$9,295,240",2009
8022,Etan Thomas,"$6,864,200","$9,295,240",2009
8023,Jamaal Tinsley,"$6,750,000","$9,140,594",2009
8024,Chris Wilcox,"$6,750,000","$9,140,594",2009
8025,Marko Jaric,"$6,575,000","$8,903,616",2009
8026,Udonis Haslem,"$6,575,000","$8,903,616",2009
8027,Luke Ridnour,"$6,500,000","$8,802,054",2009
8028,Bobby Jackson,"$6,487,888","$8,785,652",2009
8029,Shane Battier,"$6,448,900","$8,732,856",2009
8030,Ben Gordon,"$6,404,750","$8,673,070",2009
8031,Nick Collison,"$6,350,000","$8,598,929",2009
8032,Joel Przybilla,"$6,310,150","$8,544,966",2009
8033,Brian Cardinal,"$6,300,000","$8,531,221",2009
8034,Andrew Bogut,"$6,294,310","$8,523,516",2009
8035,Dan Gadzuric,"$6,250,195","$8,463,777",2009
8036,Mike James,"$6,244,093","$8,455,514",2009
8037,Stromile Swift,"$6,200,000","$8,395,805",2009
8038,Jerome James,"$6,200,000","$8,395,805",2009
8039,Jason Collins,"$6,200,000","$8,395,805",2009
8040,Antonio Daniels,"$6,200,000","$8,395,805",2009
8041,Earl Watson,"$6,200,000","$8,395,805",2009
8042,Leandro Barbosa,"$6,100,000","$8,260,389",2009
8043,Nazr Mohammed,"$6,049,400","$8,191,868",2009
8044,Vladimir Radmanovic,"$6,049,400","$8,191,868",2009
8045,Tim Thomas,"$6,049,400","$8,191,868",2009
8046,Jared Jeffries,"$6,049,400","$8,191,868",2009
8047,Matt Harpring,"$6,000,000","$8,124,973",2009
8048,Anderson Varejao,"$5,784,480","$7,833,124",2009
8049,Jason Kapono,"$5,784,480","$7,833,124",2009
8050,Speedy Claxton,"$5,757,818","$7,797,019",2009
8051,Tony Battie,"$5,746,000","$7,781,015",2009
8052,Marvin Williams,"$5,636,143","$7,632,251",2009
8053,Mikki Moore,"$5,632,200","$7,626,912",2009
8054,Morris Peterson,"$5,592,240","$7,572,799",2009
8055,DeSagana Diop,"$5,585,000","$7,562,995",2009
8056,James Posey,"$5,585,000","$7,562,995",2009
8057,Chris Duhon,"$5,585,000","$7,562,995",2009
8058,Beno Udrih,"$5,585,000","$7,562,995",2009
8059,Jeff Foster,"$5,500,000","$7,447,892",2009
8060,Brendan Haywood,"$5,500,000","$7,447,892",2009
8061,Desmond Mason,"$5,300,000","$7,177,059",2009
8062,Mickael Pietrus,"$5,300,000","$7,177,059",2009
8063,Andrea Bargnani,"$5,176,440","$7,009,739",2009
8064,John Salmons,"$5,104,000","$6,911,643",2009
8065,Deron Williams,"$5,069,449","$6,864,856",2009
8066,Matt Carroll,"$5,050,000","$6,838,519",2009
8067,Greg Oden,"$5,011,680","$6,786,627",2009
8068,Raja Bell,"$5,000,000","$6,770,810",2009
8069,JR Smith,"$4,985,001","$6,750,499",2009
8070,Kyle Korver,"$4,956,818","$6,712,335",2009
8071,Rafer Alston,"$4,900,000","$6,635,394",2009
8072,Derrick Rose,"$4,822,800","$6,530,853",2009
8073,Joe Smith,"$4,795,000","$6,493,207",2009
8074,Nenad Krstic,"$4,778,548","$6,470,929",2009
8075,Derek Fisher,"$4,700,000","$6,364,562",2009
8076,Reggie Evans,"$4,640,000","$6,283,312",2009
8077,LaMarcus Aldridge,"$4,631,400","$6,271,666",2009
8078,Kendrick Perkins,"$4,578,880","$6,200,546",2009
8079,Chris Paul,"$4,574,189","$6,194,193",2009
8080,Anthony Parker,"$4,550,000","$6,161,437",2009
8081,Sasha Vujacic,"$4,524,887","$6,127,430",2009
8082,Aleksandar Pavlovic,"$4,500,000","$6,093,729",2009
8083,Ronny Turiaf,"$4,500,000","$6,093,729",2009
8084,Louis Williams,"$4,500,000","$6,093,729",2009
8085,Kevin Durant,"$4,484,040","$6,072,117",2009
8086,Damon Jones,"$4,460,186","$6,039,815",2009
8087,Luke Walton,"$4,420,000","$5,985,396",2009
8088,Trenton Hassell,"$4,350,000","$5,890,605",2009
8089,Jorge Garbajosa,"$4,350,000","$5,890,605",2009
8090,Michael Beasley,"$4,314,960","$5,843,155",2009
8091,Marcus Banks,"$4,260,000","$5,768,730",2009
8092,Steve Blake,"$4,250,000","$5,755,189",2009
8093,Darius Songaila,"$4,235,000","$5,734,876",2009
8094,Kurt Thomas,"$4,200,000","$5,687,481",2009
8095,Adam Morrison,"$4,159,200","$5,632,231",2009
8096,Raymond Felton,"$4,148,716","$5,618,034",2009
8097,Al Horford,"$4,026,720","$5,452,831",2009
8098,Greg Buckner,"$4,010,005","$5,430,197",2009
8099,James Jones,"$4,010,000","$5,430,190",2009
8100,Zaza Pachulia,"$4,000,000","$5,416,648",2009
8101,Kwame Brown,"$4,000,000","$5,416,648",2009
8102,Travis Outlaw,"$4,000,000","$5,416,648",2009
8103,Bruce Bowen,"$4,000,000","$5,416,648",2009
8104,Antonio McDyess,"$3,950,419","$5,349,507",2009
8105,OJ Mayo,"$3,875,040","$5,247,432",2009
8106,Steven Hunter,"$3,862,600","$5,230,586",2009
8107,Delonte West,"$3,850,000","$5,213,524",2009
8108,Martell Webster,"$3,771,133","$5,106,725",2009
8109,Tyrus Thomas,"$3,749,880","$5,077,945",2009
8110,Daniel Gibson,"$3,700,000","$5,010,400",2009
8111,CJ Miles,"$3,700,000","$5,010,400",2009
8112,Amir Johnson,"$3,666,667","$4,965,261",2009
8113,Ryan Gomes,"$3,650,000","$4,942,692",2009
8114,Mike Conley,"$3,630,480","$4,916,258",2009
8115,Rasual Butler,"$3,630,000","$4,915,608",2009
8116,DeShawn Stevenson,"$3,616,072","$4,896,747",2009
8117,Fabricio Oberto,"$3,600,000","$4,874,983",2009
8118,Robert Swift,"$3,579,131","$4,846,723",2009
8119,Brian Cook,"$3,500,000","$4,739,567",2009
8120,Roger Mason,"$3,500,000","$4,739,567",2009
8121,Russell Westbrook,"$3,493,680","$4,731,009",2009
8122,Charlie Villanueva,"$3,448,050","$4,669,218",2009
8123,Shelden Williams,"$3,395,760","$4,598,409",2009
8124,Willie Green,"$3,388,000","$4,587,901",2009
8125,Charlie Bell,"$3,354,480","$4,542,509",2009
8126,Keyon Dooling,"$3,300,000","$4,468,735",2009
8127,Jeff Green,"$3,287,640","$4,451,997",2009
8128,Eduardo Najera,"$3,250,000","$4,401,027",2009
8129,Chucky Atkins,"$3,240,000","$4,387,485",2009
8130,Brian Scalabrine,"$3,206,897","$4,342,658",2009
8131,Kris Humphries,"$3,200,000","$4,333,319",2009
8132,Channing Frye,"$3,163,769","$4,284,256",2009
8133,Kevin Love,"$3,163,680","$4,284,135",2009
8134,Luis Scola,"$3,100,667","$4,198,806",2009
8135,Trevor Ariza,"$3,100,000","$4,197,902",2009
8136,Damien Wilkins,"$3,100,000","$4,197,902",2009
8137,Marc Gasol,"$3,093,333","$4,188,874",2009
8138,Brandon Roy,"$3,084,240","$4,176,561",2009
8139,Carl Landry,"$3,000,000","$4,062,486",2009
8140,Matt Bonner,"$2,987,000","$4,044,882",2009
8141,Yi Jianlian,"$2,986,080","$4,043,636",2009
8142,Ike Diogu,"$2,912,823","$3,944,434",2009
8143,Kelenna Azubuike,"$2,900,000","$3,927,070",2009
8144,Danilo Gallinari,"$2,873,520","$3,891,212",2009
8145,Didier Ilunga-Mbenga,"$2,852,599","$3,862,880",2009
8146,Randy Foye,"$2,815,560","$3,812,724",2009
8147,Andrew Bynum,"$2,769,300","$3,750,081",2009
8148,Andray Blatche,"$2,739,669","$3,709,956",2009
8149,Corey Brewer,"$2,725,920","$3,691,337",2009
8150,Sean May,"$2,661,027","$3,603,462",2009
8151,Eddie House,"$2,650,000","$3,588,529",2009
8152,Mark Madsen,"$2,630,000","$3,561,446",2009
8153,Eric Gordon,"$2,623,200","$3,552,238",2009
8154,Rashad McCants,"$2,620,126","$3,548,075",2009
8155,Dorell Wright,"$2,612,835","$3,538,202",2009
8156,Rudy Gay,"$2,579,400","$3,492,925",2009
8157,Keith Bogans,"$2,565,000","$3,473,426",2009
8158,Jackie Butler,"$2,552,000","$3,455,821",2009
8159,Maurice Evans,"$2,500,000","$3,385,405",2009
8160,Tony Allen,"$2,500,000","$3,385,405",2009
8161,Chris Mihm,"$2,500,000","$3,385,405",2009
8162,Craig Smith,"$2,500,000","$3,385,405",2009
8163,Michael Finley,"$2,500,000","$3,385,405",2009
8164,Brandan Wright,"$2,497,320","$3,381,776",2009
8165,Jason Hart,"$2,484,000","$3,363,738",2009
8166,Joey Graham,"$2,449,184","$3,316,592",2009
8167,Joe Alexander,"$2,403,120","$3,254,214",2009
8168,Danny Granger,"$2,329,805","$3,154,933",2009
8169,Damon Stoudamire,"$2,325,000","$3,148,427",2009
8170,Ricky Davis,"$2,300,000","$3,114,573",2009
8171,Sebastian Telfair,"$2,300,000","$3,114,573",2009
8172,Joakim Noah,"$2,295,480","$3,108,452",2009
8173,Maceo Baston,"$2,272,860","$3,077,821",2009
8174,Saer Sene,"$2,252,400","$3,050,114",2009
8175,Tyronn Lue,"$2,250,000","$3,046,864",2009
8176,DJ Augustin,"$2,208,960","$2,991,290",2009
8177,Spencer Hawes,"$2,180,760","$2,953,102",2009
8178,JJ Redick,"$2,139,720","$2,897,527",2009
8179,Hakim Warrick,"$2,119,102","$2,869,607",2009
8180,Brook Lopez,"$2,098,560","$2,841,790",2009
8181,Jarron Collins,"$2,074,302","$2,808,941",2009
8182,Acie Law,"$2,071,680","$2,805,390",2009
8183,Hilton Armstrong,"$2,032,800","$2,752,740",2009
8184,Nate Robinson,"$2,020,179","$2,735,650",2009
8185,Jarrett Jack,"$2,002,623","$2,711,876",2009
8186,Walter Herrmann,"$2,000,000","$2,708,324",2009
8187,Eddie Jones,"$2,000,000","$2,708,324",2009
8188,Brevin Knight,"$2,000,000","$2,708,324",2009
8189,Jerryd Bayless,"$1,993,560","$2,699,603",2009
8190,Francisco Garcia,"$1,983,454","$2,685,918",2009
8191,Grant Hill,"$1,976,400","$2,676,366",2009
8192,Thaddeus Young,"$1,968,120","$2,665,153",2009
8193,Luther Head,"$1,962,378","$2,657,378",2009
8194,Johan Petro,"$1,939,893","$2,626,929",2009
8195,Thabo Sefolosha,"$1,931,160","$2,615,103",2009
8196,Jarvis Hayes,"$1,910,000","$2,586,449",2009
8197,Brent Barry,"$1,910,000","$2,586,449",2009
8198,Anthony Johnson,"$1,910,000","$2,586,449",2009
8199,Jason Thompson,"$1,893,840","$2,564,566",2009
8200,Jason Maxiell,"$1,877,572","$2,542,537",2009
8201,Julian Wright,"$1,869,600","$2,531,741",2009
8202,Ronnie Brewer,"$1,834,680","$2,484,454",2009
8203,Linas Kleiza,"$1,824,493","$2,470,659",2009
8204,Antoine Wright,"$1,800,000","$2,437,491",2009
8205,Brandon Rush,"$1,799,160","$2,436,354",2009
8206,David Lee,"$1,788,033","$2,421,286",2009
8207,Al Thornton,"$1,776,240","$2,405,317",2009
8208,Chuck Hayes,"$1,768,000","$2,394,158",2009
8209,Cedric Simmons,"$1,742,760","$2,359,979",2009
8210,Adrian Griffin,"$1,711,000","$2,316,971",2009
8211,Anthony Randolph,"$1,709,280","$2,314,642",2009
8212,Francisco Elson,"$1,700,000","$2,302,075",2009
8213,Goran Dragic,"$1,700,000","$2,302,075",2009
8214,Rodney Stuckey,"$1,687,320","$2,284,904",2009
8215,Smush Parker,"$1,660,000","$2,247,909",2009
8216,Rodney Carney,"$1,655,760","$2,242,167",2009
8217,Robin Lopez,"$1,623,720","$2,198,780",2009
8218,Travis Diener,"$1,620,000","$2,193,742",2009
8219,Nick Young,"$1,602,960","$2,170,667",2009
8220,Devean George,"$1,600,000","$2,166,659",2009
8221,Justin Reed,"$1,573,000","$2,130,097",2009
8222,Shawne Williams,"$1,572,960","$2,130,042",2009
8223,Hamed Haddadi,"$1,572,221","$2,129,042",2009
8224,Marreese Speights,"$1,542,600","$2,088,930",2009
8225,Sean Williams,"$1,522,920","$2,062,280",2009
8226,Ronald Murray,"$1,500,000","$2,031,243",2009
8227,Jose Juan Barea,"$1,500,000","$2,031,243",2009
8228,Patrick O'Bryant,"$1,500,000","$2,031,243",2009
8229,Roy Hibbert,"$1,465,400","$1,984,389",2009
8230,Marco Belinelli,"$1,446,720","$1,959,093",2009
8231,Oleksiy Pecherov,"$1,446,720","$1,959,093",2009
8232,Quincy Douby,"$1,427,040","$1,932,443",2009
8233,JaVale McGee,"$1,392,240","$1,885,318",2009
8234,Javaris Crittenton,"$1,381,560","$1,870,856",2009
8235,Renaldo Balkman,"$1,369,920","$1,855,093",2009
8236,JJ Hickson,"$1,329,480","$1,800,331",2009
8237,Jason Smith,"$1,326,360","$1,796,106",2009
8238,Calvin Booth,"$1,319,651","$1,787,021",2009
8239,Rajon Rondo,"$1,315,080","$1,780,831",2009
8240,Malik Allen,"$1,300,000","$1,760,410",2009
8241,Alexis Ajinca,"$1,276,320","$1,728,344",2009
8242,Daequan Cook,"$1,273,200","$1,724,119",2009
8243,Marcus Williams,"$1,262,520","$1,709,656",2009
8244,Lorenzen Wright,"$1,262,275","$1,709,325",2009
8245,Brian Skinner,"$1,262,275","$1,709,325",2009
8246,Jason Williams,"$1,262,275","$1,709,325",2009
8247,Kevin Ollie,"$1,262,275","$1,709,325",2009
8248,Theo Ratliff,"$1,262,275","$1,709,325",2009
8249,Sam Cassell,"$1,262,275","$1,709,325",2009
